dt,coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,wind_gust,clouds_all,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
2025-02-08 20:10:02,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1011,83,1011,1007,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:15:51,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1011,83,1011,1007,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:25:03,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1011,83,1011,1007,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:25:03,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1011,83,1011,1007,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:33:45,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1012,83,1012,1008,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:33:45,-80.7333,-0.95,803,Clouds,broken clouds,04n,stations,25.88,26.69,25.88,25.88,1012,83,1012,1008,10000,2.06,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:45:02,-80.7333,-0.95,500,Rain,light rain,10n,stations,23.88,24.78,23.88,23.88,1012,94,1012,1008,6000,3.6,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:50:03,-80.7333,-0.95,500,Rain,light rain,10n,stations,23.88,24.78,23.88,23.88,1012,94,1012,1008,6000,3.6,240,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:55:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,23.88,24.78,23.88,23.88,1012,94,1012,1008,4000,1.54,230,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 20:55:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,23.88,24.78,23.88,23.88,1012,94,1012,1008,4000,1.54,230,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:01:17,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,23.88,24.78,23.88,23.88,1012,94,1012,1008,4000,1.54,230,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:10:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:10:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:20:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:20:06,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:25:06,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:25:06,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1012,94,1012,1008,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:35:32,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:40:06,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:50:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 21:50:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:00:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
2025-02-08 22:00:03,-80.7333,-0.95,501,Rain,moderate rain,10n,stations,24.88,25.88,24.88,24.88,1013,94,1013,1009,4000,2.57,200,N/A,75,1,8552,EC,2025-02-08 06:32:44,2025-02-08 18:41:37,-18000,3650767,Tarqui,200
